Enterococcus faecium	1352	PRJNA627548	627548	Terrabacteria group	Bacillota	3.20668	37.5129	chromosome:NZ_CP059793.1/CP059793.1; plasmid pBP3378_P1:NZ_CP059794.1/CP059794.1; plasmid pBP3378_P10:NZ_CP059803.1/CP059803.1; plasmid pBP3378_P11:NZ_CP059804.1/CP059804.1; plasmid pBP3378_P12:NZ_CP059805.1/CP059805.1; plasmid pBP3378_P2:NZ_CP059795.1/CP059795.1; plasmid pBP3378_P3:NZ_CP059796.1/CP059796.1; plasmid pBP3378_P4:NZ_CP059797.1/CP059797.1; plasmid pBP3378_P5:NZ_CP059798.1/CP059798.1; plasmid pBP3378_P6:NZ_CP059799.1/CP059799.1; plasmid pBP3378_P7:NZ_CP059800.1/CP059800.1; plasmid pBP3378_P8:NZ_CP059801.1/CP059801.1; plasmid pBP3378_P9:NZ_CP059802.1/CP059802.1	-	13	3183	2988	2020/07/31	2022/09/05	Complete Genome	Christian Medical College and Hospital	SAMN14675393	GCA_012933055.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/933/055/GCA_012933055.2_ASM1293305v2	-	BP3378
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	2.85927	37.5	chromosome:NZ_CP124905.1/CP124905.1	-	1	2726	2617	2023/05/16	2023/05/17	Complete Genome	University of Texas at Dallas	SAMN33741205	GCA_030020555.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/555/GCF_030020555.1_ASM3002055v1	-	EfsC85
Enterococcus faecium	1352	PRJNA666302	666302	Terrabacteria group	Bacillota	3.20668	37.5129	chromosome:NZ_CP062265.1/CP062265.1; plasmid pVB3338_P1:NZ_CP062266.1/CP062266.1; plasmid pVB3338_P10:NZ_CP062275.1/CP062275.1; plasmid pVB3338_P11:NZ_CP062276.1/CP062276.1; plasmid pVB3338_P12:NZ_CP062277.1/CP062277.1; plasmid pVB3338_P2:NZ_CP062267.1/CP062267.1; plasmid pVB3338_P3:NZ_CP062268.1/CP062268.1; plasmid pVB3338_P4:NZ_CP062269.1/CP062269.1; plasmid pVB3338_P5:NZ_CP062270.1/CP062270.1; plasmid pVB3338_P6:NZ_CP062271.1/CP062271.1; plasmid pVB3338_P7:NZ_CP062272.1/CP062272.1; plasmid pVB3338_P8:NZ_CP062273.1/CP062273.1; plasmid pVB3338_P9:NZ_CP062274.1/CP062274.1	-	13	3183	2986	2020/10/10	2021/10/12	Complete Genome	Christian Medical College	SAMN16287686	GCA_014874615.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/874/615/GCA_014874615.1_ASM1487461v1	-	VB3338
Enterococcus faecium	1352	PRJNA718443	718443	Terrabacteria group	Bacillota	3.20668	37.5129	chromosome:NZ_CP072707.1/CP072707.1; plasmid pVB3378_p1:NZ_CP072708.1/CP072708.1; plasmid pVB3378_p10:NZ_CP072717.1/CP072717.1; plasmid pVB3378_p11:NZ_CP072718.1/CP072718.1; plasmid pVB3378_p12:NZ_CP072719.1/CP072719.1; plasmid pVB3378_p2:NZ_CP072709.1/CP072709.1; plasmid pVB3378_p3:NZ_CP072710.1/CP072710.1; plasmid pVB3378_p4:NZ_CP072711.1/CP072711.1; plasmid pVB3378_p5:NZ_CP072712.1/CP072712.1; plasmid pVB3378_p6:NZ_CP072713.1/CP072713.1; plasmid pVB3378_p7:NZ_CP072714.1/CP072714.1; plasmid pVB3378_p8:NZ_CP072715.1/CP072715.1; plasmid pVB3378_p9:NZ_CP072716.1/CP072716.1	-	13	3177	2983	2021/04/11	2022/04/21	Complete Genome	Christian Medical College	SAMN18533778	GCA_017898025.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/898/025/GCA_017898025.1_ASM1789802v1	-	VB3378
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	2.95387	37.4709	chromosome:NZ_CP124901.1/CP124901.1; plasmid p1_EfsC94_repUS11:NZ_CP124902.1/CP124902.1; plasmid p2_EfsC94_repUS41:NZ_CP124903.1/CP124903.1; plasmid p3_EfsC94_rep11b:NZ_CP124904.1/CP124904.1	-	4	2870	2735	2023/05/16	2023/05/17	Complete Genome	University of Texas at Dallas	SAMN33741206	GCA_030020535.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/535/GCF_030020535.1_ASM3002053v1	-	EfsC94
Enterococcus faecalis	1351	PRJNA891504	891504	Terrabacteria group	Bacillota	2.97832	37.3526	chromosome:NZ_CP110059.1/CP110059.1; plasmid pBE16_1:NZ_CP110060.1/CP110060.1; plasmid pBE16_2:NZ_CP110061.1/CP110061.1; plasmid pBE16_3:NZ_CP110062.1/CP110062.1	-	4	2929	2821	2022/11/02	2022/11/03	Complete Genome	University of Siena	SAMN31342461	GCA_025958805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/958/805/GCF_025958805.1_ASM2595880v1	-	BE16
Enterococcus faecium	1352	PRJEB28495	489834	Terrabacteria group	Bacillota	3.0678	38.0263	chromosome 1:NZ_LR135324.1/LR135324.1; plasmid 2:NZ_LR135325.1/LR135325.1; plasmid 3:NZ_LR135326.1/LR135326.1; plasmid 4:NZ_LR135327.1/LR135327.1; plasmid 5:NZ_LR135328.1/LR135328.1; plasmid 6:NZ_LR135329.1/LR135329.1; plasmid 7:NZ_LR135330.1/LR135330.1	-	7	3057	2869	2019/01/02	2021/12/16	Complete Genome	UNIVERSITY MEDICAL CENTER UTRECHT	SAMEA4885352	GCA_900639515.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/639/515/GCA_900639515.1_E7654_hybrid_assembly	-	E7654
Enterococcus faecium	1352	PRJNA281247	281247	Terrabacteria group	Bacillota	3.10803	37.8205	chromosome:NZ_CP011281.1/CP011281.1; plasmid p1:NZ_CP011282.1/CP011282.1; plasmid p2:NZ_CP011283.1/CP011283.1; plasmid p3:NZ_CP015123.1/CP015123.1; plasmid p4:NZ_CP011284.1/CP011284.1; plasmid p5:NZ_CP011285.1/CP011285.1	-	6	3047	2851	2016/05/02	2021/11/28	Complete Genome	New York Medical College	SAMN03486724	GCA_001635875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/875/GCF_001635875.1_ASM163587v1	-	E39
Enterococcus faecalis	1351	PRJNA891504	891504	Terrabacteria group	Bacillota	2.97753	37.355	chromosome:NZ_CP110054.1/CP110054.1; plasmid pBE17_1:NZ_CP110055.1/CP110055.1; plasmid pBE17_2:NZ_CP110056.1/CP110056.1; plasmid pBE17_3:NZ_CP110057.1/CP110057.1; plasmid pBE17_4:NZ_CP110058.1/CP110058.1	-	5	2924	2818	2022/11/02	2022/11/03	Complete Genome	University of Siena	SAMN31342462	GCA_025958785.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/958/785/GCF_025958785.1_ASM2595878v1	-	BE17
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	2.91822	37.4406	chromosome:NZ_CP124887.1/CP124887.1; plasmid p1_EfsPNK7_rep7a:NZ_CP124888.1/CP124888.1	-	2	2797	2677	2023/05/16	2023/05/17	Complete Genome	University of Texas at Dallas	SAMN33741222	GCA_030020155.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/155/GCF_030020155.1_ASM3002015v1	-	EfsPNK7
Enterococcus faecium	1352	PRJNA627548	627548	Terrabacteria group	Bacillota	3.10644	37.8233	chromosome:NZ_CP059772.1/CP059772.1; plasmid pA3895_P1:NZ_CP059773.1/CP059773.1; plasmid pA3895_P10:NZ_CP059782.1/CP059782.1; plasmid pA3895_P11:NZ_CP059783.1/CP059783.1; plasmid pA3895_P2:NZ_CP059774.1/CP059774.1; plasmid pA3895_P3:NZ_CP059775.1/CP059775.1; plasmid pA3895_P4:NZ_CP059776.1/CP059776.1; plasmid pA3895_P5:NZ_CP059777.1/CP059777.1; plasmid pA3895_P6:NZ_CP059778.1/CP059778.1; plasmid pA3895_P7:NZ_CP059779.1/CP059779.1; plasmid pA3895_P8:NZ_CP059780.1/CP059780.1; plasmid pA3895_P9:NZ_CP059781.1/CP059781.1	-	12	3050	2871	2020/07/31	2021/09/30	Complete Genome	Christian Medical College and Hospital	SAMN14675384	GCA_012933265.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/933/265/GCA_012933265.2_ASM1293326v2	-	A3895
Enterococcus faecium	1352	PRJNA718444	718444	Terrabacteria group	Bacillota	3.10644	37.8233	chromosome:NZ_CP072567.1/CP072567.1; plasmid pVB3895_p1:NZ_CP072568.1/CP072568.1; plasmid pVB3895_p10:NZ_CP072577.1/CP072577.1; plasmid pVB3895_p11:NZ_CP072578.1/CP072578.1; plasmid pVB3895_p2:NZ_CP072569.1/CP072569.1; plasmid pVB3895_p3:NZ_CP072570.1/CP072570.1; plasmid pVB3895_p4:NZ_CP072571.1/CP072571.1; plasmid pVB3895_p5:NZ_CP072572.1/CP072572.1; plasmid pVB3895_p6:NZ_CP072573.1/CP072573.1; plasmid pVB3895_p7:NZ_CP072574.1/CP072574.1; plasmid pVB3895_p8:NZ_CP072575.1/CP072575.1; plasmid pVB3895_p9:NZ_CP072576.1/CP072576.1	-	12	3042	2867	2021/04/07	2022/04/16	Complete Genome	Christian Medical College	SAMN18533866	GCA_017815675.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/815/675/GCA_017815675.1_ASM1781567v1	-	VB3895
Enterococcus faecalis	1351	PRJNA1041487	1041487	Terrabacteria group	Bacillota	2.93273	37.7132	chromosome:NZ_CP142833.1/CP142833.1; plasmid pJF3A-4314-2:NZ_CP142834.1/CP142834.1	-	2	2892	2764	2024/01/28	2024/01/31	Complete Genome	Jeonbuk National University	SAMN38286512	GCA_036275755.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/275/755/GCF_036275755.1_ASM3627575v1	-	JF3A-4314
Enterococcus faecalis	1351	PRJNA1044769	1044769	Terrabacteria group	Bacillota	2.84728	37.5	chromosome:NZ_CP142810.1/CP142810.1	-	1	2738	2621	2024/01/28	2024/01/31	Complete Genome	Jeonbuk National University	SAMN38411964	GCA_036280735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/280/735/GCF_036280735.1_ASM3628073v1	-	JF1H-454
Enterococcus faecium	1352	PRJNA627548	627548	Terrabacteria group	Bacillota	3.20877	37.5883	chromosome:NZ_CP059755.1/CP059755.1; plasmid pA10290_P1:NZ_CP059756.1/CP059756.1; plasmid pA10290_P2:NZ_CP059757.1/CP059757.1; plasmid pA10290_P3:NZ_CP059758.1/CP059758.1; plasmid pA10290_P4:NZ_CP059759.1/CP059759.1; plasmid pA10290_P5:NZ_CP059760.1/CP059760.1; plasmid pA10290_P6:NZ_CP059761.1/CP059761.1; plasmid pA10290_P7:NZ_CP059762.1/CP059762.1; plasmid pA10290_P8:NZ_CP059763.1/CP059763.1	-	9	3190	2963	2020/07/31	2022/09/05	Complete Genome	Christian Medical College and Hospital	SAMN14675380	GCA_012933345.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/933/345/GCA_012933345.2_ASM1293334v2	-	A10290
Enterococcus durans	53345	PRJNA291946	291946	Terrabacteria group	Bacillota	3.07188	37.8306	chromosome:CP012384.1; plasmid unnamed 1:CP012385.1; plasmid unnamed 2:CP012386.1	-	3	2935	2569	2015/08/17	2015/08/17	Complete Genome	Northeast Agricultural University	SAMN03956792	GCA_001267865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/865/GCF_001267865.1_ASM126786v1	-	KLDS 6.0930
Enterococcus durans	53345	PRJNA291957	291957	Terrabacteria group	Bacillota	3.0718	37.8306	chromosome:NZ_CP012366.1/CP012366.1; plasmid unnamed 1:NZ_CP012367.1/CP012367.1; plasmid unnamed 2:NZ_CP012368.1/CP012368.1	-	3	2944	2633	2015/08/13	2022/02/23	Complete Genome	Northeast Agricultural University	SAMN03956931	GCA_001267395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/395/GCF_001267395.1_ASM126739v1	-	KLDS 6.0933
Enterococcus faecium	1352	PRJNA422315	422315	Terrabacteria group	Bacillota	3.16853	37.7073	chromosome:NZ_CP025425.1/CP025425.1; plasmid p1:NZ_CP025426.1/CP025426.1; plasmid p2:NZ_CP025427.1/CP025427.1	-	3	3165	2961	2017/12/28	2022/01/06	Complete Genome	State Key Laboratory of Animal Nutrition	SAMN08174306	GCA_002848385.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/385/GCF_002848385.1_ASM284838v1	-	SC4
Enterococcus faecalis	1351	PRJNA352597	352597	Terrabacteria group	Bacillota	2.84637	37.6	chromosome:NZ_CP071172.1/CP071172.1	-	1	2767	2667	2021/03/07	2022/03/13	Complete Genome	USP	SAMN18062968	GCA_017280035.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/280/035/GCA_017280035.1_ASM1728003v1	-	L13
Enterococcus faecalis	1351	PRJNA231221	231221	Terrabacteria group	Bacillota	2.84545	37.5	chromosome:NZ_CP041012.1/CP041012.1	-	1	2743	2648	2019/06/19	2022/07/06	Complete Genome	US Food and Drug Administration 	SAMN10346775	GCA_006364815.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/364/815/GCF_006364815.1_ASM636481v1	-	FDAARGOS_611
Enterococcus faecium	1352	PRJNA830504	830504	Terrabacteria group	Bacillota	3.07392	37.8189	chromosome:NZ_CP096219.1/CP096219.1; plasmid pUCH5-1:NZ_CP096220.1/CP096220.1; plasmid pUCH5-2:NZ_CP096221.1/CP096221.1; plasmid pUCH5-3:NZ_CP096222.1/CP096222.1; plasmid pUCH5-4:NZ_CP096223.1/CP096223.1; plasmid pUCH5-5:NZ_CP096224.1/CP096224.1; plasmid pUCH5-6:NZ_CP096225.1/CP096225.1; plasmid pUCH5-7:NZ_CP096226.1/CP096226.1	-	8	3011	2804	2022/05/02	2022/05/03	Complete Genome	University of Colorado Anschutz Medical Campus	SAMN27728132	GCA_023204975.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/204/975/GCA_023204975.1_ASM2320497v1	-	UCH5
Enterococcus faecium	1352	PRJNA783264	783264	Terrabacteria group	Bacillota	2.96344	38.1068	chromosome:NZ_CP091221.1/CP091221.1; plasmid p642-a:NZ_CP091222.1/CP091222.1; plasmid p642-b:NZ_CP091223.1/CP091223.1	-	3	2886	2706	2022/05/16	2022/05/18	Complete Genome	University of Zurich	SAMN23424740	GCA_023375425.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/375/425/GCA_023375425.1_ASM2337542v1	-	642
Enterococcus faecalis	1351	PRJNA891504	891504	Terrabacteria group	Bacillota	2.84508	37.6	chromosome:NZ_CP110036.1/CP110036.1	-	1	2726	2532	2022/11/02	2022/11/03	Complete Genome	University of Siena	SAMN31342470	GCA_025958025.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/958/025/GCF_025958025.1_ASM2595802v1	-	BE52
Enterococcus faecalis	1351	PRJNA833940	833940	Terrabacteria group	Bacillota	2.91406	37.5335	chromosome:NZ_CP097059.1/CP097059.1; plasmid pAT04-a:NZ_CP097060.1/CP097060.1	-	2	2804	2682	2022/05/10	2022/05/12	Complete Genome	University of Zurich	SAMN28025447	GCA_023300165.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/300/165/GCA_023300165.1_ASM2330016v1	-	AT04
Enterococcus faecium	1352	PRJEB12401	335972	Terrabacteria group	Bacillota	3.03042	37.8834	chromosome I:NZ_LN999987.1/LN999987.1; chromosome IV:NZ_LN999990.1/LN999990.1; plasmid II:NZ_LN999988.1/LN999988.1; plasmid III:NZ_LN999989.1/LN999989.1	-	4	3013	2822	2016/08/02	2021/12/15	Complete Genome	Institute of Biotechnology, Univerity of Helsinki	SAMEA3726428	GCA_900044005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/044/005/GCA_900044005.1_ASM90004400v1	-	EFE11651
Enterococcus faecium	1352	PRJNA551139	551139	Terrabacteria group	Bacillota	3.11566	37.7215	chromosome:NZ_CP041257.1/CP041257.1; plasmid p26:NZ_CP041256.1/CP041256.1; plasmid p27:NZ_CP041258.1/CP041258.1; plasmid p32:NZ_CP041255.1/CP041255.1; plasmid p169:NZ_CP041254.1/CP041254.1	-	5	3088	2907	2019/07/04	2022/08/27	Complete Genome	Rice University	SAMN12141647	GCA_006575625.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/575/625/GCF_006575625.1_ASM657562v1	-	515
Enterococcus faecalis	1351	PRJNA855326	855326	Terrabacteria group	Bacillota	2.84077	37.5	chromosome:CP100596.1	-	1	2765	2669	2022/07/13	2022/07/13	Complete Genome	sichuan university	SAMN29489200	GCA_024267595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/267/595/GCF_024267595.1_ASM2426759v1	-	Chr-JH 2-2
Enterococcus faecalis	1351	PRJNA771859	771859	Terrabacteria group	Bacillota	2.91432	37.425	chromosome:NZ_CP085289.1/CP085289.1; plasmid pEFS17_1:NZ_CP085290.1/CP085290.1	-	2	2814	2689	2021/10/26	2021/10/28	Complete Genome	Kyung Hee University	SAMN22349649	GCA_020616775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/616/775/GCA_020616775.1_ASM2061677v1	-	EFS17
Enterococcus faecium	1352	PRJNA295268	295268	Terrabacteria group	Bacillota	3.16841	37.6905	chromosome:NZ_CP014529.1/CP014529.1; plasmid pl1:NZ_CP014530.1/CP014530.1; plasmid pl2:NZ_CP014531.1/CP014531.1; plasmid pl3:NZ_CP014532.1/CP014532.1; plasmid pl4:NZ_CP014533.1/CP014533.1; plasmid pl5:NZ_CP014534.1/CP014534.1; plasmid pl6:NZ_CP014535.1/CP014535.1	-	7	3144	2939	2016/10/03	2021/11/29	Complete Genome	UMC Utrecht	SAMN04045274	GCA_001750885.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/885/GCF_001750885.1_ASM175088v1	-	E745
Enterococcus faecium	1352	PRJNA682584	682584	Terrabacteria group	Bacillota	3.24063	37.755	chromosome:NZ_CP066381.1/CP066381.1; plasmid p16_1_104kb:NZ_CP066383.1/CP066383.1; plasmid p16_1_257kb:NZ_CP066382.1/CP066382.1; plasmid p16_1_41kb:NZ_CP066385.1/CP066385.1; plasmid p16_1_4kb:NZ_CP066388.1/CP066388.1; plasmid p16_1_6.3kb:NZ_CP066387.1/CP066387.1; plasmid p16_1_6.8kb:NZ_CP066386.1/CP066386.1; plasmid p16_1_60kb:NZ_CP066384.1/CP066384.1	-	8	3257	3020	2020/12/27	2021/12/29	Complete Genome	None	SAMN17038069	GCA_016406485.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/485/GCA_016406485.1_ASM1640648v1	-	Dallas 16_1
Enterococcus faecalis	1351	PRJNA755274	755274	Terrabacteria group	Bacillota	2.96034	37.4487	chromosome:NZ_CP082231.1/CP082231.1; plasmid pE006-101:NZ_CP082232.1/CP082232.1; plasmid pE006-19:NZ_CP082233.1/CP082233.1	-	3	2910	2797	2021/09/02	2022/09/30	Complete Genome	Henan Agricultural University	SAMN20824245	GCA_019856595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/856/595/GCA_019856595.1_ASM1985659v1	-	E006
Enterococcus faecalis	1351	PRJNA833940	833940	Terrabacteria group	Bacillota	2.97561	37.4689	chromosome:NZ_CP097056.1/CP097056.1; plasmid pAT09-a:NZ_CP097057.1/CP097057.1; plasmid pAT09-b:NZ_CP097058.1/CP097058.1	-	3	2877	2776	2022/05/10	2022/05/12	Complete Genome	University of Zurich	SAMN28025448	GCA_023299545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/299/545/GCA_023299545.1_ASM2329954v1	-	AT09
Enterococcus faecium	1352	PRJNA644957	644957	Terrabacteria group	Bacillota	3.08748	37.7854	chromosome:NZ_CP058891.1/CP058891.1; plasmid plas1:NZ_CP058892.1/CP058892.1; plasmid plas2:NZ_CP058893.1/CP058893.1; plasmid plas3:NZ_CP058894.1/CP058894.1; plasmid plas4:NZ_CP058895.1/CP058895.1	-	5	3074	2879	2022/06/07	2022/06/09	Complete Genome	Shandong University	SAMN15486631	GCA_023658035.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/658/035/GCA_023658035.1_ASM2365803v1	-	ef332
Enterococcus faecalis	1351	PRJEB36950	614769	Terrabacteria group	Bacillota	2.99423	37.5039	chromosome contig000001:NZ_OD940440.2/OD940440.2; plasmid contig000002:NZ_OU538996.1/OU538996.1; plasmid contig000003:NZ_OU538997.1/OU538997.1; plasmid contig000004:NZ_OU538998.1/OU538998.1	-	4	2977	2846	2021/04/29	2022/09/16	Complete Genome	NHS Lothian	SAMEA6595198	GCA_906464915.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/906/464/915/GCA_906464915.2_WE0254	-	WE0254
Enterococcus faecalis	1351	PRJNA932180	932180	Terrabacteria group	Bacillota	3.06465	37.3865	chromosome:CP117503.1; plasmid pJXZ076-25K:CP117506.1; plasmid pJXZ076-85K:CP117505.1; plasmid pJXZ076-99K:CP117504.1; plasmid pJXZ076-poxtA-19K:CP117507.1	-	5	2984	2858	2023/02/14	2023/02/14	Complete Genome	Zhejiang Academy of Agricultural Sciences	SAMN33180040	GCA_028621755.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/621/755/GCF_028621755.1_ASM2862175v1	-	CQJXZ21-076
Enterococcus faecium	1352	PRJEB28495	489834	Terrabacteria group	Bacillota	3.03296	38.0211	chromosome 1:NZ_LR135317.1/LR135317.1; plasmid 2:NZ_LR135318.1/LR135318.1; plasmid 3:NZ_LR135319.1/LR135319.1; plasmid 4:NZ_LR135320.1/LR135320.1; plasmid 5:NZ_LR135321.1/LR135321.1; plasmid 6:NZ_LR135322.1/LR135322.1; plasmid 7:NZ_LR135323.1/LR135323.1	-	7	3005	2819	2019/01/02	2021/12/16	Complete Genome	UNIVERSITY MEDICAL CENTER UTRECHT	SAMEA4885360	GCA_900639525.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/639/525/GCA_900639525.1_E7663_hybrid_assembly	-	E7663
Enterococcus faecium	1352	PRJEB28495	489834	Terrabacteria group	Bacillota	2.9704	38.0019	chromosome 1:NZ_LR135191.1/LR135191.1; plasmid 2:NZ_LR135192.1/LR135192.1; plasmid 3:NZ_LR135193.1/LR135193.1; plasmid 4:NZ_LR135194.1/LR135194.1; plasmid 5:NZ_LR135195.1/LR135195.1; plasmid 6:NZ_LR135196.1/LR135196.1	-	6	2894	2719	2018/12/21	2021/12/16	Complete Genome	UNIVERSITY MEDICAL CENTER UTRECHT	SAMEA4884718	GCA_900638825.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/825/GCA_900638825.1_E4438_hybrid_assembly	-	E4438
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	2.83382	37.5	chromosome:NZ_CP124890.1/CP124890.1	-	1	2688	2597	2023/05/16	2023/05/17	Complete Genome	University of Texas at Dallas	SAMN33741213	GCA_030020235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/235/GCF_030020235.1_ASM3002023v1	-	EfsPF2
Enterococcus faecalis	1351	PRJNA609523	609523	Terrabacteria group	Bacillota	2.97169	37.4641	chromosome:NZ_CP049775.1/CP049775.1; plasmid unnamed1:NZ_CP049776.1/CP049776.1; plasmid unnamed2:NZ_CP049777.1/CP049777.1	-	3	2900	2777	2020/03/12	2022/03/30	Complete Genome	Nanjing agricultural university	SAMN14253864	GCA_011193375.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/193/375/GCA_011193375.1_ASM1119337v1	-	ES-1
Enterococcus faecium	1352	PRJNA344739	344739	Terrabacteria group	Bacillota	3.06182	37.8025	chromosome:NZ_CP018128.1/CP018128.1; plasmid unnamed1:NZ_CP018129.1/CP018129.1; plasmid unnamed2:NZ_CP018130.1/CP018130.1; plasmid unnamed3:NZ_CP018131.1/CP018131.1; plasmid unnamed4:NZ_CP018132.1/CP018132.1	-	5	3043	2848	2017/10/04	2022/10/10	Complete Genome	UMC Utrecht	SAMN06006823	GCA_002442955.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/955/GCF_002442955.1_ASM244295v1	-	A_020709_82
Enterococcus faecium	1352	PRJNA407052	407052	Terrabacteria group	Bacillota	3.07161	37.702	chromosome:NZ_CP023423.1/CP023423.1; plasmid pTT39_p1:NZ_CP023424.1/CP023424.1; plasmid pTT39_p2:NZ_CP023425.1/CP023425.1; plasmid pTT39_p3:NZ_CP023426.1/CP023426.1; plasmid pTT39_p4:NZ_CP023427.1/CP023427.1	-	5	3012	2767	2017/09/21	2021/12/21	Complete Genome	Norwegian National Advisory Unit on Detection of Antimicrobial Resistance	SAMN07638053	GCA_002334625.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/334/625/GCF_002334625.1_ASM233462v1	-	K60-39
Enterococcus faecalis	1351	PRJNA716763	716763	Terrabacteria group	Bacillota	3.0852	37.4055	chromosome:NZ_CP110289.1/CP110289.1; plasmid unnamed1:NZ_CP110290.1/CP110290.1; plasmid unnamed2:NZ_CP110291.1/CP110291.1; plasmid unnamed3:NZ_CP110292.1/CP110292.1; plasmid unnamed4:NZ_CP110293.1/CP110293.1; plasmid pW208:NZ_CP096049.1/CP096049.1	-	6	3026	2868	2022/11/14	2022/11/16	Complete Genome	Chinese Academy of Agricultural Science	SAMN27545017	GCA_023182775.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/182/775/GCA_023182775.2_ASM2318277v2	-	AKSZ-208
Enterococcus faecalis	1351	PRJNA1041487	1041487	Terrabacteria group	Bacillota	2.92118	37.6023	chromosome:NZ_CP142827.1/CP142827.1; plasmid pCF4A-3113-2:NZ_CP142828.1/CP142828.1	-	2	2888	2758	2024/01/28	2024/01/31	Complete Genome	Jeonbuk National University	SAMN38286515	GCA_036270335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/270/335/GCF_036270335.1_ASM3627033v1	-	CF4A-3113
Enterococcus faecium	1352	PRJNA520784	520784	Terrabacteria group	Bacillota	2.8343	37.952	chromosome:NZ_CP039729.1/CP039729.1; plasmid pZY2:NZ_CP039730.1/CP039730.1	-	2	2756	2614	2020/02/03	2022/02/18	Complete Genome	Zhejiang University	SAMN10867605	GCA_010120755.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/120/755/GCA_010120755.1_ASM1012075v1	31742612	ZY2
Enterococcus faecium	1352	PRJNA520784	520784	Terrabacteria group	Bacillota	2.73639	38.1	chromosome:NZ_CP038995.1/CP038995.1	-	1	2653	2488	2020/01/28	2022/02/12	Complete Genome	Zhejiang University	SAMN11269520	GCA_009938075.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/938/075/GCF_009938075.1_ASM993807v1	31742612	ZY11
